Id;IdTipoAttributo;IdGruppo;Ordine;Nome;Descrizione;IdStoreProcedure;DataSource;DataMember;DataLen;DataFormat;necessario;RitornaDescrizione;PostBack;Discriminante;Principale;visualizzaValore;defaultValue;IdSPverificaAttributo;Regex;IsEsteso
1209;1;1557;1;codiceUnitaCIVA;codice Unita;1;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1210;3;1578;1;codiceUnita;Codice Unità;-1;;;0;;0;0;1;0;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1211;3;1579;1;codiceUnita;Codice Regione;-1;profiloUtente;codiceUnita;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1212;1;1580;1;codiceUnita;Codice Unità;10;;;0;;1;1;0;0;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1213;3;1581;1;CFdittaSTPCEC;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTPCEC;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1214;1;1581;3;provinciaIscr;Iscritto all’albo della provincia di;501;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1215;3;1581;4;numIscr;Numero iscrizione Albo;19;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1216;1;1581;5;ProvinciaComunicazione;Comunicazione all'I.T.L. di;501;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1217;5;1581;6;dataComunicazione;Data comunicazione all'I.T.L.;-1;;;0;;0;0;0;0;0;0;;28;"^([0-9]{2}\/[0-9]{2}\/[0-9]{4}){0,1}$                                                                                                                                                                                                                     ";0
1218;3;1582;1;CFdittaSTPCEC;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTPCEC;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1219;1;1582;3;provinciaIscr;Iscritto all’albo della provincia di;501;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1220;3;1582;4;numIscr;Numero iscrizione Albo;19;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1221;1;1582;5;ProvinciaComunicazione;Comunicazione all'I.T.L. di;501;;;0;;0;0;0;0;0;1;;28;"                                                                                                                                                                                                                                                          ";0
1222;5;1582;6;dataComunicazione;Data comunicazione all'I.T.L.;-1;;;0;;0;0;0;0;0;0;;28;"^([0-9]{2}\/[0-9]{2}\/[0-9]{4}){0,1}$                                                                                                                                                                                                                     ";0
1223;1;1587;1;CodiceAgenzia;Codice Agenzia;583;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1226;3;1570;1;CFdittaSTPCEC;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTPCEC;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1227;1;1570;2;tipoProf;Tipologia del professionista;1;;;0;;0;0;0;0;0;0;;28;"                                                                                                                                                                                                                                                          ";0
1228;1;1588;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1229;1;1589;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1230;1;1592;1;codiceRegione;Codice Regione;518;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1231;1;1593;1;codiceRegione;Codice Regione;518;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1233;1;1595;1;codiceRegione;Codice Regione;518;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1234;1;1596;1;codiceRegione;codice Regione;518;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1239;1;1600;1;codiceUnita;Codice Unità;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1240;1;1601;1;codiceUnita;Codice Unità;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1249;1;1610;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1251;1;1608;1;codiceUnita;Codice Unita;587;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1252;1;1607;1;codiceUnita;codice Unita;518;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1253;1;1606;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1254;1;1603;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1255;1;1609;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1256;3;1611;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1257;1;1612;1;codiceUnita;Codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1258;1;1614;1;codiceUnita;codice Unita;1;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1259;1;1615;1;codiceUnita;Codice Struttura;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1260;1;1616;1;codiceUnita;Codice Struttura;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1261;1;1617;1;codiceUnita;Codice Struttura;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1267;1;818;1;CodiceIncarico;Codice Incarico;504;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1268;1;818;2;codiceUnita;codice Unita;-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1269;1;1627;1;UNIV_COD;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1271;1;1417;1;codiceUnita;Codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1275;2;1628;1;INAIL_COD;Definisce l'unità Contarp;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1276;3;1631;1;StrutturaPA;Struttura;-1;profiloUtente;StrutturaPA;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1277;3;1631;2;userDelegante;Delegante;-1;profiloUtente;username;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1278;1;1633;1;AreaApplicativa;Area Applicativa;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1279;1;1633;2;ApplicazioneVerSist;Applicazione;1;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1282;3;1464;1;codiceUnita;Codice Unità;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1283;1;1636;1;codiceUnita;Codice Unita;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1285;3;1637;1;EntePSN;Ente;1;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1286;3;1638;1;EntePSN;Ente;1;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1287;3;1583;1;CFdittaSTPCEC;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTPCEC;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1295;1;1418;1;codiceUnita;Codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1296;1;1418;2;CodiceIncarico;Codice Incarico;504;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1299;1;1419;1;codiceUnita;Codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1300;1;1419;2;CodiceIncarico;Codice Incarico;504;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1301;1;1646;1;codiceRegione;Codice Regione;506;;;0;;1;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1302;1;1646;2;SPP_Polo;Codice Polo;589;;;0;;1;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1303;1;1647;1;codiceRegione;Codice Regione;506;;;0;;1;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1308;1;1657;1;codiceRegione;Codice Regione;506;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1309;1;1657;2;solaLettura;Sola Lettura;1;;;0;;0;1;0;1;0;0;NO;-1;"                                                                                                                                                                                                                                                          ";0
1310;1;1658;1;codiceRegione;Codice Regione;506;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1311;1;1661;1;proceduraOrigine;Procedura Origine;1;;;0;;0;1;0;0;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1312;1;1662;1;proceduraOrigine;Procedura Origine;1;;;0;;0;1;0;0;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1313;1;1663;1;proceduraOrigine;Procedura Origine;1;;;0;;0;1;0;0;1;0;;-1;"                                                                                                                                                                                                                                                          ";1
1314;1;1674;1;codiceUnita;Codice Sede;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1315;1;1676;1;codiceUnita;Codice Sede;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1316;3;1677;1;codFedCasalinghe;Ragione sociale;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1317;3;1678;1;codFedCasalinghe;Associazione casalinghe;-1;profiloUtente;codFedCasalinghe;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1318;2;1678;2;codUffFedCas;Ufficio;-1;;;0;;0;0;0;1;1;0;;28;"                                                                                                                                                                                                                                                          ";0
1320;3;1679;1;codFedCasalinghe;Associazione casalinghe;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1321;3;1679;2;codUffFedCas;Ufficio;-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1322;3;1679;3;userNamePadre;Delegante;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1327;1;1541;1;UOT;UOT;1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1328;1;1541;2;TitoloDiStudio;TitoloDiStudio;1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1329;3;1541;3;Certificazioni;Certificazioni;19;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1330;1;1680;1;CodiceSede;Codice sede di appartenenza;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1331;1;1681;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1332;1;1682;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1333;1;1683;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1337;1;1684;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1338;1;1685;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1339;1;1691;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1340;1;1692;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1341;1;1694;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1342;1;1695;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1343;1;1698;1;codiceFiscaleAzienda;Codice Fiscale Azienda;1;profiloUtente;codiceFiscaleAzienda;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1344;1;1699;1;codiceFiscaleAzienda;Codice Fiscale Azienda;1;profiloUtente;codiceFiscaleAzienda;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1345;3;1712;1;codiceFiscaleAzienda;codiceFiscaleAzienda;19;profiloUtente;userNamePadre;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1347;1;1713;1;codiceFiscaleAzienda;codiceFiscaleAzienda;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1348;3;1714;1;codiceFiscaleAzienda;codiceFiscaleAzienda;19;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1349;1;1715;1;codiceFiscaleAzienda;codiceFiscaleAzienda;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1350;1;1716;1;codiceFiscaleAzienda;codiceFiscaleAzienda;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1351;1;1717;1;codiceFiscaleAzienda;codiceFiscaleAzienda;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1354;3;1718;1;cfCaf;Società CAF imprese;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1355;3;1719;1;CFServizioNA;CF servizi associazioni - non società;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1357;3;1720;1;CFServizio;CF servizi associazioni - società;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1358;1;1722;1;codiceUnita;Sede;10;;;0;;0;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1360;1;1724;1;codiceAsl;codice ASL;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1361;1;1725;1;codiceAmb;codiceAmb;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1363;1;1728;1;AreaFunzionale;Area Funzionale;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1364;1;1728;2;TipoAccesso;Tipo Accesso;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1365;1;1728;3;TipoUtenteESP;Tipo Utente Esperto;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1367;3;1730;1;INAIL_COD;;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1368;1;1733;1;codiceUnita;Codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1369;1;1750;1;Aree;Aree di Competenza;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1370;1;1750;2;Competenza;Competenza;1;;;0;;1;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1373;3;1752;1;codAssCategoria;Codice Associazione di Categoria;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1375;1;1755;1;codiceUnita;Codice Unità;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1380;1;1766;1;CodiceUnita;Codice sede;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1381;1;1768;1;CodiceUnita;Codice sede;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1388;1;1772;1;GRUPPO_CODARCO;GRUPPO_COD;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1389;3;1772;2;DIREZIONE_COD;DIREZIONE_COD;19;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1390;1;1773;1;GRUPPO_CODARCO;GRUPPO_COD;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1391;3;1773;2;DIREZIONE_COD;DIREZIONE_COD;19;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1393;1;1775;1;codiceUnita;Codice Unità;537;profiloUtente;codiceUnita;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1394;1;1776;1;codiceUnita;Codice Unità;537;profiloUtente;codiceUnita;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1395;1;1777;1;codiceUnita;Codice Unità;537;profiloUtente;codiceUnita;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1396;1;1779;1;CfTribunale;Codice fiscale Tribunale;-1;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1397;1;1779;2;AreaTribunale;Ufficio;-1;;;0;;0;1;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1401;3;1778;1;CfTribunale;Codice fiscale Tribunale;-1;;;0;;0;1;0;1;1;0;;-1;"^\d{11}$                                                                                                                                                                                                                                                  ";0
1402;3;1782;1;PartitaIVAStrOsp;Codice fiscale/P.Iva;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1403;1;1784;1;codiceUnita;codice unità;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1404;3;1793;0;codiceUnita;Codice Unità;-1;profiloUtente;codiceUnita;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1410;3;1799;1;codiceUnita;;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1411;3;1800;1;codAssociazione;;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;NULL
1412;3;1801;1;codiceSOA;codice SOA;35;profiloUtente;codiceSOA;0;;0;0;0;1;1;1;;39;"                                                                                                                                                                                                                                                          ";0
1413;3;1802;1;PartitaIVAStrOsp;Struttura ospedaliera;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1415;3;1805;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1416;3;1806;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1417;3;1807;1;CodicUnitaPoloPacs;CodicUnità Polo Pacs;1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1418;3;1808;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1419;3;1809;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1420;3;1810;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1421;1;1814;1;codiceUnita;Unità;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1422;1;1814;2;RuoloC19;Ruolo;1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1423;3;1814;3;SNTicket;Ticket SN;1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1424;3;1815;1;codiceUnita;Unità;1;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1425;3;1815;2;RuoloC19;Ruolo;1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
